Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Samsung,Galaxy S20 FE 5G,Samsung Galaxy S20 FE 5G,256,'r8q',7.99,,£749 ,https://www.techradar.com/uk/reviews/samsung-galaxy-s20-fan-edition,Android,10.0,,2840,8,8192,Y,159.8,1080 x 2400 ,64,Y,850 / 900 / 1800 / 1900,9/20,,,,,
Samsung,Galaxy S20+,Samsung Galaxy S20+,128,'y2s',7.99,,£725 ,https://www.amazon.co.uk/Samsung-G985-Galaxy-128GB-cosmic/dp/B084LFG1DW,Android,10.0,,2730,8,8192,Y,161.9,1440 x 3200,64,Y,850 / 900 / 1800 / 1900,3/20,,,,,
