Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Huawei,Mate 20 X,Huawei Mate 20 X,128,'HWEVR',5.99,,£500 ,https://www.argos.co.uk/product/8794459,Android,9.0,,2600,8,6144,Y,174.6,1080 x 2244,40,Y,,10/18,,,,,
Huawei,Honor 20 lite,Huawei Honor 20 lite,128,'HWHRY-HF',4.99,,£250 ,https://www.techradar.com/uk/reviews/honor-20-lite-review,Android,9.0,,2200,8,4096,Y,154.8,1080 x 2340,24,Y,,4/19,,,,,
