Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Sony,Xperia XA1 Ultra,Sony Xperia XA1 Ultra,32,"'G3212','G3221','G3223'",5.49,,£329 ,https://www.sonymobile.com/gb/products/phones/xperia-xa1-ultra/,Android,7.0,8.0,2300,8,4096,Y,165,1080 x 1920,23,Y,850 / 900 / 1800 / 1901,2/17,,,,,
Nokia,8,Nokia 8,128,'NB2',6.99,,£579 ,https://www.theinquirer.net/inquirer/news/2473295/nokia-8-price-release-date-specs-hmd-outs-souped-up-model-with-6gb-ram-128gb-storage,Android,7.1.1,8.1,2450,8,6144,Y,151.5,1440 x 2560,13,Y,850 / 900 / 1800 / 1901,9/17,,,,,
HTC,U11,HTC U11,64,'htc_ocnuhl',7.99,,£649 ,https://www.techradar.com/reviews/htc-u11-review,Android,7.1,8.0,2450,8,4096,Y,153.9,1440 x 2560,16,Y,850 / 900 / 1800 / 1901,5/17,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
