Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Samsung,Galaxy A13,Samsung Galaxy A13,64,'a13',4.99,,£250 ,https://www.expertreviews.co.uk/samsung/1415756/samsung-galaxy-a13-review,Android,12.0,,2000,8,4096,Y,165.1,1080 x 2408,50,Y,850 / 900 / 1800 / 1900 / 2100,3/22,,,,,
Samsung,Galaxy A13 5G,Samsung Galaxy A13 5G,64,'a13x',4.99,,£250 ,https://www.expertreviews.co.uk/samsung/1415756/samsung-galaxy-a13-review,Android,12.0,,2000,8,4096,Y,165.1,1080 x 2408,50,Y,850 / 900 / 1800 / 1900 / 2100,3/22,,,,,
