Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory,
Apple,iPhone 6S,IPHONE 6S 32G,32,"'iPhone 6s', 'iPhone8,1'",6.49,,£499.00,http://www.techradar.com/reviews/phones/mobile-phones/iphone-6s-1303758/review,iOS,9,10.0.2,1840,2,2048,N,119.38,750 x 1334,12,Y,850 / 900 / 1800 / 1900 ,3/16,,http://www.gsmarena.com/apple_iphone_6s-7242.php,,,,
