Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Realme,X2,Realme X2,128,"'RMX1991CN','RMX1992L1','RMX1993L1'",5.49,,£299 ,https://buy.realme.com/uk/goods/120,Android,9.0,,2200,8,8192,Y,158.7,1080 x 2340,64,Y,850 / 900 / 1800 / 1900,9/19,,,,,
LG,G8 ThinQ,LG G8 ThinQ,128,"'alphaamz','alphalm','alphaplus'",6.99,,£600 ,https://www.techradar.com/uk/reviews/lg-g8-review,Android,9.0,,2840,8,,6144,151.9,1440 x 3120,12,Y,850 / 900 / 1800 / 1900,2/19,,,,,
