Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Xiaomi,Mi 10T Pro 5G,Xiaomi Mi 10T Pro 5G,256,'apollo',6.99,,£599 ,https://www.mi.com/uk/buy/product/mi-10t-pro,Android,10.0,,2840,8,8192,N,165.1,1080 x 2400,108,Y,850 / 900 / 1800 / 1900,9/20,,,,,
Nokia,5.3,Nokia 5.3,64,"'CAP','CAP_sprout'",2.99,,£150 ,https://www.amazon.co.uk/Nokia-6-55-Android-Smartphone-Storage/dp/B0891GQFFN,Android,10.0,,2000,8,4096,Y,164.3,720 x 1600,13,Y,850 / 900 / 1800 / 1900,3/20,,,,,
