Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
OnePlus,8,OnePlus 8,128,"'OnePlus8','OnePlus8TMO'",6.99,,£599 ,https://www.techradar.com/uk/reviews/oneplus-8,Android,10.0,,2840,8,8192,N,160.2,1080 x 2400,48,Y,850 / 900 / 1800 / 1900,4/19,,,,,
OnePlus,8,OnePlus 8,256,"'OnePlus8','OnePlus8TMO'",7.99,,£649 ,https://www.techradar.com/uk/reviews/oneplus-8,Android,10.0,,2840,8,12288,N,160.2,1080 x 2400,48,Y,850 / 900 / 1800 / 1900,4/19,,,,,
OnePlus,8 Pro,OnePlus 8 Pro,128,'OnePlus8Pro',8.99,,£799 ,https://www.techradar.com/uk/reviews/oneplus-8-pro,Android,10.0,,2840,8,8192,N,165.3,1440 x 3168,48,Y,850 / 900 / 1800 / 1900,4/19,,,,,
OnePlus,8 Pro,OnePlus 8 Pro,256,'OnePlus8Pro',8.99,,£899 ,https://www.techradar.com/uk/reviews/oneplus-8-pro,Android,10.0,,2840,8,12288,N,165.3,1440 x 3168,48,Y,850 / 900 / 1800 / 1900,4/19,,,,,
