Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Wileyfox,Spark X,Wileyfox Spark X,16,'porridgek3',3.99,,£110.00,http://www.expertreviews.co.uk/wileyfox/1405230/wileyfox-spark-x-review-a-new-moto-g4-rival,Cyanogen,13,,1300,4,2048,Y,139.7,1280 x 720,13,Y,850 / 900 / 1800 / 1900 ,8/16,,http://www.androidcentral.com/wileyfox-spark-spark-x-spark-specs,,,
OnePlus,X,OnePlus X,16,'OnePlus',4.99,,£200.00,http://www.trustedreviews.com/oneplus-x-review,Android,5.1.1,6.0.1,2300,4,3072,Y,127,1080 x 1920,13,Y,850 / 900 / 1800 / 1900 ,10/15,,http://www.gsmarena.com/oneplus_x-7630.php,,,
OnePlus,3T,OnePlus 3T 64GB,64,'OnePlus3T',5.49,,£399.00,http://www.trustedreviews.com/oneplus-3t-review,Android,6.0,7.0,2350,4,6144,N,139.7,1080 x 1920,16,Y,850 / 900 / 1800 / 1900 ,11/16,,http://www.gsmarena.com/oneplus_3t-8416.php,,,
OnePlus,3T,OnePlus 3T 128GB,128,'OnePlus3T',5.99,,£439.00,http://www.trustedreviews.com/oneplus-3t-review,Android,6.0,7.0,2350,4,6144,N,139.7,1080 x 1920,16,Y,850 / 900 / 1800 / 1900 ,11/16,,http://www.gsmarena.com/oneplus_3t-8416.php,,,
HTC,One X9,HTC One X9,32,'htc_e56ml_tuhl',4.99,,£250.00,http://www.smartphoneandprice.com/htc-one-x9-launch-date-release-date-specifications-price.html,Android,6.0,,2200,8,3072,Y,139.7,1080 x 1920,13,Y,850 / 900 / 1800 / 1900 ,1/16,,http://www.gsmarena.com/htc_one_x9-7836.php,,,
Kodak,Ektra,Kodak Ektra,32,'KodakEktra',5.99,,£449.00,http://www.trustedreviews.com/kodak-ektra-review,Android,6.0,,2300,10,3072,Y,127,1080 x 1920,21,Y,850 / 900 / 1800 / 1900 ,10/16,,http://www.mobilegsmarena.com/kodak-ektra-specifications/,,,
Wileyfox,Swift 2,Wileyfox Swift 2,16,'marmite',4.99,,£159.99,http://www.trustedreviews.com/wileyfox-swift-2-review,Cyanogen,13.1,,1400,8,2048,Y,127,1280 x 720,13,Y,850 / 900 / 1800 / 1900 ,11/16,,https://www.wileyfox.com/store/swift-2.html,,,
Wileyfox,Swift 2,Wileyfox Swift 2,32,'marmite',4.99,,£189.99,http://www.trustedreviews.com/wileyfox-swift-2-review,Cyanogen,13.1,,1400,8,3072,Y,127,1280 x 720,16,Y,850 / 900 / 1800 / 1900 ,11/16,,https://www.wileyfox.com/store/swift-2.html,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
