Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Realme,GT 5G,Realme GT 5G,128,'RMX2202L1',5.49,,£399 ,https://www.techradar.com/uk/reviews/realme-gt,Android,11.0,,2840,8,8192,N,158.5,1080 x 2400,64,Y,850 / 900 / 1800 / 1900 / 2100,3/21,,,,,
Realme,GT 5G,Realme GT 5G,256,'RMX2202L1',5.99,,£499 ,https://www.techradar.com/uk/reviews/realme-gt,Android,11.0,,2840,8,12288,N,158.5,1080 x 2400,64,Y,850 / 900 / 1800 / 1900 / 2100,3/21,,,,,
