Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Xiaomi,Mi 6X,Xiaomi Mi 6X,64,'wayne',4.99,,£204 ,https://www.techadvisor.co.uk/new-product/mobile-phone/mi-a2-3674563/,Android,7.1.1,,2450,8,4096,,145.2,1080 x 1920,12,N,850 / 900 / 1800 / 1901,2/17,,,,,
Xiaomi,Mi 6X,Xiaomi Mi 6X,256,'wayne',4.99,,£227 ,https://www.techadvisor.co.uk/new-product/mobile-phone/mi-a2-3674563/,Android,7.1.1,,2450,8,6144,,145.2,1080 x 1920,12,N,850 / 900 / 1800 / 1901,2/17,,,,,
