Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Blackberry,Motion,Blackberry Motion,32,'bbd100',5.49,,£399 ,https://www.techradar.com/uk/reviews/blackberry-motion-review,Android,7.1,,2000,8,4096,Y,155.8,1080 x 1920,12,Y,,10/17,,,,,
