Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Google,Pixel 3,Google Pixel 3,64,'blueline',7.99,,£739.00,https://www.techradar.com/uk/reviews/google-pixel-3-review,Android,9.0,,2500,8,4096,Y,139.7,1080 x 2160,12,Y,850 / 900 / 1800 / 1900 ,11/18,,https://www.gsmarena.com/google_pixel_3-9256.php,,,
Google,Pixel 3,Google Pixel 3,128,'blueline',8.99,,£839.00,https://www.techradar.com/uk/reviews/google-pixel-3-review,Android,"9,0",,2500,8,4096,Y,139.7,1080 x 2160,12,Y,850 / 900 / 1800 / 1900 ,11/18,,https://www.gsmarena.com/google_pixel_3-9256.php,,,
Google,Pixel 3 XL,Google Pixel 3 XL,64,'crosshatch',8.99,,£869.00,https://www.techradar.com/uk/reviews/google-pixel-3-xl-review,Android,9.0,,2500,8,4096,Y,160.02,1440 x 2960,12,Y,850 / 900 / 1800 / 1900 ,11/18,,https://www.gsmarena.com/google_pixel_3_xl-9257.php,,,
Google,Pixel 3 XL,Google Pixel 3 XL,128,'crosshatch',8.99,,£969.00,https://www.techradar.com/uk/reviews/google-pixel-3-xl-review,Android,9.0,,2500,8,4096,Y,160.02,1440 x 2960,12,Y,850 / 900 / 1800 / 1900 ,11/18,,https://www.gsmarena.com/google_pixel_3_xl-9257.php,,,
OnePlus,6T,OnePlus 6T,128,"'OnePlus6T', 'OnePlus6TSingle'",6.99,,£529.00,https://www.techradar.com/uk/reviews/oneplus-6t-review,Android,9.0,,2800,8,6144,Y,162.814,1080 x 2340,16,Y,850 / 900 / 1800 / 1900 ,10/18,,https://www.gsmarena.com/oneplus_6t-9350.php,,,
OnePlus,6T,OnePlus 6T,256,"'OnePlus6T', 'OnePlus6TSingle'",6.99,,£579.00,https://www.techradar.com/uk/reviews/oneplus-6t-review,Android,9.0,,2800,8,8192,Y,162.814,1080 x 2340,16,Y,850 / 900 / 1800 / 1900 ,10/18,,https://www.gsmarena.com/oneplus_6t-9350.php,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
