Make,Model,Details,Storage,Device,Monthly Policy Price,Replacement Price,Release Price,Release Price url,Os,InitialVersion,MaxVersion,Processor,Cores,Memory,SSD,Physical Screen,Resolution,Camera,4G,Frequency,Release Date,Picture,Urls,Replacement Make,Replacement Model,Replacement Memory
Xiaomi,Mi Note 2,Xiaomi Mi Note 2,64,'scorpio',5.49,,£330 ,https://www.techradar.com/uk/news/xiaomi-mi-note-2-looks-like-the-perfect-galaxy-note-7-replacement,Android,6.0,,2400,4,4096,N,156.2,1080 x 1920,22.5,Y,,10/16,,,,,
Xiaomi,Mi Note 2,Xiaomi Mi Note 2,128,'scorpio',5.49,,£400 ,https://www.techradar.com/uk/news/xiaomi-mi-note-2-looks-like-the-perfect-galaxy-note-7-replacement,Android,6.0,,2400,4,6144,N,156.2,1080 x 1920,22.5,Y,,10/16,,,,,
